Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
277,Central Connecticut,NEC,29,20-1113–3,99.9276,108.7242,.2759277,50.2203,49.6123,16.7159,17.5136,27.6219,26.883,33.0165,26.733,50.8151,48.280,32.8235,34.8245,35.4228,35.296,66.8227,-8.1160
278,The Citadel,SC,29,11-213–15,101.2254,110.1272,.2756278,50.6174,53.5322,18.0242,16.1241,27.3233,26.883,33.7147,22.57,51.3134,54.1329,32.8235,35.2266,33.3283,39.9277,65.5301,-15.7315
279,New Mexico St.,CUSA,28,13-197–9,99.6281,108.3232,.2749279,46.9312,50.9198,17.7216,15.8264,25.4291,29.6209,32.7178,44.8349,47.0301,50.0154,31.2307,34.7241,34.6254,42.4327,66.3255,-12.6266
280,Presbyterian,BSth,30,14-196–10,101.6246,110.7282,.2712280,51.2144,52.8298,16.9174,17.7126,26.3269,27.8115,36.873,42.0338,52.293,52.8290,32.8235,35.2266,33.0290,35.6112,67.6173,-14.2299
281,New Hampshire,AE,30,16-157–9,98.0307,106.8199,.2709281,47.9280,50.5180,16.6152,16.4211,23.5329,25.540,29.8262,27.555,48.1271,53.5312,31.8279,30.518,43.739,38.4224,71.525,-9.4186
282,Kennesaw St.,ASun,28,15-166–10,103.7213,113.1333,.2707282,51.5126,53.1311,16.0104,17.6132,30.0130,30.5245,35.4102,43.2343,53.072,51.3220,32.9229,37.2347,42.551,39.5256,74.14,-12.6265
283,Oral Roberts,Sum,28,12-195–11,102.0241,111.5308,.2659283,51.1147,51.4233,14.223,14.5316,20.9355,30.6253,26.0340,32.3170,49.1235,50.0154,36.056,35.8305,42.156,38.5229,67.8166,-13.6285
284,USC Upstate,BSth,27,10-205–11,99.3285,108.5236,.2653284,49.6232,52.0259,16.4134,18.673,23.9318,34.3349,29.5268,45.0350,50.2178,53.0298,32.5247,33.5147,39.9108,35.7114,67.2206,-15.3311
285,Denver,Sum,30,17-176–10,105.9169,115.9353,.2629285,51.8109,54.7351,14.015,14.2326,27.3233,27.6110,35.0117,32.0161,51.2138,54.4335,35.1112,36.8334,41.087,35.5107,70.645,-12.4257
286,"Wagner   16 seed, ❌",NEC,31,17-167–9,96.2325,105.2172,.2620286,45.1347,48.882,15.784,16.8185,28.8174,27.7111,26.4338,30.2117,43.1358,51.0205,32.2261,30.415,37.7167,40.8291,61.5361,-11.7238
287,Niagara,MAAC,31,16-1611–9,101.5248,111.3297,.2574287,52.097,52.2270,17.4203,16.5206,23.4331,26.883,36.093,30.7129,51.2138,52.1257,35.962,35.0254,31.8304,27.65,67.4190,-12.5260
288,DePaul,BE,32,3-290–20,101.2255,111.0290,.2563288,48.1275,56.5361,19.9328,14.5316,22.0348,32.3321,33.5154,28.475,47.0301,56.1357,33.5198,38.1357,34.8249,41.1301,67.8161,-14.9307
289,Sacred Heart,NEC,30,16-1610–6,101.3253,111.4307,.2511289,51.5126,51.6245,17.1184,20.133,25.9278,32.6322,31.7213,31.9156,50.2178,50.6180,35.962,35.3275,34.1266,41.6311,69.381,-12.7268
290,SIU Edwardsville,OVC,30,17-169–9,100.2265,110.3275,.2494290,47.2300,51.1209,15.680,17.4139,30.1125,28.2138,31.9203,37.2287,46.2322,49.2119,32.5247,36.2321,36.8191,37.5195,67.0216,-12.0248
291,FIU,CUSA,32,11-225–11,100.2269,110.2273,.2492291,49.7229,55.6356,18.9299,24.14,27.0246,37.3361,28.4298,35.9265,49.9197,52.9295,32.9229,40.3362,41.766,36.0126,70.449,-16.4318
292,Alcorn St.,SWAC,31,14-1813–5,105.6171,116.4355,.2462292,48.9254,55.0353,17.0181,17.2154,33.445,30.6253,37.463,36.6281,48.0274,54.0326,34.2159,37.5350,26.6355,45.8357,66.7232,-11.4229
293,Boston University,Pat,32,16-1710–8,98.2304,108.2228,.2457293,47.8282,50.0147,17.7216,16.9174,26.6259,23.04,30.2254,36.2273,46.8310,48.796,32.8235,34.6233,40.891,41.0296,65.9273,-14.2303
294,Valparaiso,MVC,31,7-253–17,99.6280,109.9268,.2437294,46.2331,54.5345,15.995,17.3146,25.7285,30.3229,23.3357,30.7129,45.0344,55.0344,32.1270,35.8305,36.3204,35.296,68.0149,-17.4329
295,Tennessee St.,OVC,29,18-1510–8,98.0308,108.1226,.2427295,48.8257,48.882,19.7326,18.673,28.4189,32.0314,38.150,44.3348,49.8205,48.692,31.3302,32.7102,35.9217,34.374,68.4130,-11.4230
296,Louisiana Monroe,SB,28,11-196–12,100.0273,110.5280,.2413296,44.8350,52.6290,18.2263,17.2154,34.131,29.0178,38.440,37.6295,45.6336,51.7237,28.5352,35.8305,28.7344,44.9351,67.2210,-13.5280
297,Chicago St.,ind,29,13-190–0,98.5297,108.9244,.2406297,46.1332,53.6325,20.0330,21.119,32.473,35.3355,38.246,36.0270,46.9305,55.6353,29.7333,33.3136,34.5258,35.5107,65.2310,-12.6264
298,Old Dominion,SB,31,7-253–15,98.1305,108.4234,.2397298,47.6288,51.3221,15.051,18.0110,25.2293,31.2282,27.1329,39.7321,47.5287,50.0154,31.8279,35.5284,35.1238,42.0317,69.962,-19.5350
299,South Carolina St.,MEAC,30,14-189–5,98.0306,108.5237,.2373299,45.7340,52.2270,21.3351,21.813,37.77,31.0273,36.582,49.2361,44.5348,53.3306,32.3256,33.6155,31.9303,38.3218,68.9101,-13.0270
300,Delaware St.,MEAC,32,15-196–8,95.0337,105.3174,.2358300,46.1332,50.9198,21.1345,21.715,33.155,31.5300,39.529,36.2273,46.0328,48.9101,31.0316,35.9312,25.1360,39.8272,69.092,-14.1297
Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
301,American,Pat,31,16-1610–8,102.4226,113.5336,.2345301,52.578,53.4320,17.3196,17.0164,27.9206,25.646,28.4298,29.8110,52.878,51.9246,34.7139,36.9336,44.926,42.3325,63.0355,-12.5259
302,Jacksonville,ASun,30,16-175–11,98.9290,109.7260,.2314302,48.7258,52.3277,19.2314,17.4139,34.628,30.7261,36.384,40.4328,47.7282,51.5230,33.8181,35.7296,33.1288,40.9294,65.9275,-12.1249
303,Northern Illinois,MAC,29,11-205–13,101.4250,112.7327,.2284303,49.8222,52.9305,18.1249,14.3324,28.0204,31.2282,36.288,34.7238,50.2178,51.8242,32.7241,36.7330,39.1127,35.8119,68.3133,-14.3304
304,Bellarmine,ASun,28,8-234–12,100.1270,111.4306,.2268304,49.0251,53.9330,14.534,14.6315,21.8351,29.4198,21.4362,31.9156,48.3264,55.1346,33.6194,35.0254,37.3185,44.4348,65.1313,-17.6331
305,Campbell,CAA,29,14-188–10,100.6261,112.2319,.2222305,52.097,52.2270,18.1249,16.4211,23.8322,31.2282,33.7147,23.611,52.0105,52.9295,34.6142,34.1195,38.6142,43.3343,66.4253,-13.8290
306,Jackson St.,SWAC,32,15-1711–7,100.2268,111.7310,.2221306,47.0309,52.6290,19.0304,19.058,34.925,32.0314,34.7127,34.5234,46.2322,52.4278,32.5247,35.2266,33.8272,39.6260,68.8103,-11.6235
307,Le Moyne,NEC,29,15-179–7,98.7291,110.3278,.2184307,50.1210,50.6187,16.6152,17.8120,23.1335,29.9217,25.3347,27.861,49.2226,51.0205,34.1164,33.4142,47.514,43.0339,67.5183,-13.8287
308,Bethune Cookman,SWAC,32,17-1711–7,97.2314,108.7241,.2169308,47.3295,50.1155,19.5323,21.912,29.2157,33.2336,38.246,49.2361,47.0301,49.5136,32.0275,34.1195,29.7335,35.296,69.767,-12.4256
309,Elon,CAA,30,13-196–12,101.4251,113.7341,.2119309,50.6174,53.2317,17.8226,15.7272,28.7178,32.8328,32.8175,29.187,48.8243,54.5337,35.2105,34.2204,43.739,40.0278,67.7168,-14.1298
310,Southeastern Louisiana,Slnd,29,15-1710–8,97.8311,109.9266,.2083310,48.4267,51.3221,20.9343,17.3146,30.7108,30.3229,35.0117,30.2117,46.6314,52.2262,34.1164,33.4142,38.6142,44.8350,64.9320,-11.9245
311,Sacramento St.,BSky,32,10-244–14,97.8310,109.9269,.2070311,48.7258,54.1336,22.8359,15.6277,34.131,25.850,32.9170,32.7183,48.7249,55.1346,32.4253,35.0254,41.279,38.6236,64.1339,-19.2346
312,William & Mary,CAA,31,10-234–14,100.0274,112.6325,.2035312,48.3271,52.2270,16.3124,14.4321,27.4230,29.1184,31.9203,34.9246,48.6254,52.5282,32.1270,34.5226,47.713,36.5143,66.0271,-18.7341
313,Idaho,BSky,30,11-215–13,98.5298,111.1292,.1996313,50.2203,53.5322,17.5205,16.6196,22.7343,28.6158,26.7334,37.2287,50.2178,53.4310,33.5198,35.8305,41.087,38.5229,65.0315,-16.8322
314,Coastal Carolina,SB,29,9-225–13,98.6295,111.3301,.1991314,49.4238,50.1155,19.1310,12.7358,29.3155,30.5245,32.5184,29.598,50.0192,50.6180,32.1270,33.0116,32.9292,46.6360,69.477,-17.8332
315,South Dakota,Sum,29,12-205–11,103.5217,116.9357,.1977315,51.9102,53.1311,18.3271,11.7361,27.5224,28.6158,30.5244,27.347,49.6209,52.3269,37.617,36.2321,34.5258,38.3218,68.999,-16.5320
316,Robert Morris,Horz,30,10-226–14,100.0275,113.1334,.1958316,50.3195,53.3318,20.0330,15.8264,33.251,29.5205,28.0304,36.8283,50.0192,54.3334,33.8181,34.3210,42.649,34.884,67.2207,-17.2326
317,Western Michigan,MAC,31,12-209–9,98.2302,111.3303,.1915317,48.7258,50.9198,19.7326,15.5279,33.740,29.6209,31.5220,31.5139,48.4260,50.8193,32.8235,34.1195,38.9133,38.5229,68.5122,-15.2310
318,Northern Arizona,BSky,33,14-197–11,98.2303,111.4305,.1902318,49.3245,52.9305,18.1249,16.7189,24.1313,31.1279,31.1227,37.4290,50.7162,55.4350,31.2307,32.061,35.2235,34.065,68.4131,-13.5284
319,Alabama St.,SWAC,29,13-198–10,92.4352,105.0164,.1875319,41.0362,49.194,16.3124,20.036,31.791,29.1184,28.5296,43.4346,40.4362,47.659,28.0359,34.1195,38.4151,41.0296,67.2197,-13.8289
320,Eastern Illinois,OVC,28,14-188–10,95.5331,108.8243,.1836320,44.8350,52.0259,15.784,19.741,27.5224,28.0130,27.2326,37.5293,43.6355,51.1212,31.8279,35.8305,29.6337,37.1180,66.7238,-13.2273
321,Charleston Southern,BSth,27,10-206–10,93.7344,107.1209,.1777321,45.2346,50.9198,18.1249,13.4345,27.0246,29.0178,31.2225,33.5204,44.1351,52.3269,31.4299,31.958,35.9217,31.525,66.9222,-14.2300
322,Northwestern St.,Slnd,30,9-237–11,97.1315,111.2296,.1739322,47.7285,51.9255,19.3318,18.579,29.8139,34.1348,36.777,41.4333,48.0274,53.8319,31.3302,32.696,34.4261,37.2183,67.6174,-18.5339
323,Eastern Michigan,MAC,29,13-186–12,96.5324,110.5281,.1737323,47.9280,52.0259,17.0181,15.7272,27.6219,31.2282,25.0349,31.5139,48.7249,54.7341,30.8322,31.958,32.3298,39.5256,65.4304,-14.1295
324,Lafayette,Pat,31,11-2110–8,93.1350,106.9201,.1703324,46.9312,48.571,17.5205,17.4139,24.2312,29.1184,23.9355,31.5139,47.0301,46.631,31.2307,34.3210,40.0105,38.5229,65.4307,-17.0325
325,Alabama A&M,SWAC,35,12-239–9,93.4348,107.9224,.1597325,45.9339,49.194,22.4358,19.445,31.886,32.7325,47.22,45.2352,46.9305,46.942,28.7349,35.2266,26.9353,36.8166,70.546,-17.5330
Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
326,Southern Indiana,OVC,29,8-245–13,96.6321,111.7309,.1589326,45.6342,49.5113,19.4320,16.6196,27.0246,28.5148,37.660,48.6360,44.5348,49.3124,31.6292,33.3136,36.3204,37.5195,69.285,-19.2344
327,Navy,Pat,30,13-188–10,95.9327,111.1291,.1554327,44.0355,50.3166,15.680,20.527,31.886,30.8266,34.8125,35.7260,43.8353,50.9199,29.6336,32.9113,33.1288,40.7288,65.5297,-15.4312
328,NJIT,AE,27,7-213–13,97.8312,113.7340,.1504328,44.6353,52.4281,16.4134,16.6196,28.3192,32.9331,31.2225,39.7321,44.7346,52.3269,29.6336,35.0254,39.2123,35.8119,66.5248,-16.8321
329,Arkansas Pine Bluff,SWAC,27,13-188–10,101.5247,118.3360,.1470329,51.5126,52.6290,18.0242,15.4284,22.9339,34.0345,40.222,32.5178,48.4260,56.0356,36.535,31.440,49.46,38.3218,72.017,-13.2274
330,Hampton,CAA,30,9-243–15,95.5332,111.3299,.1463330,46.7320,51.6245,17.9235,15.0305,27.9206,31.9310,29.4269,29.9111,46.9305,52.1257,30.9320,33.9174,38.6142,39.0247,69.964,-20.1352
331,Dartmouth,Ivy,25,6-212–12,93.6345,109.6255,.1404331,47.6288,54.2338,19.4320,13.4345,20.7356,24.518,27.8310,24.412,48.2267,53.2303,31.2307,37.0340,42.748,42.4327,65.1314,-16.0316
332,UT Rio Grande Valley,WAC,29,6-252–18,94.8339,111.0288,.1403332,45.1347,53.1311,19.0304,18.961,24.3306,33.4338,41.215,34.4231,45.8332,54.2333,29.0345,33.9174,29.2340,33.450,71.327,-19.3347
333,New Orleans,Slnd,29,10-234–14,97.9309,114.6349,.1402333,45.5344,54.4341,17.3196,19.156,28.4189,34.9352,39.232,38.7306,45.5340,54.9343,30.2326,35.5284,29.3338,31.730,71.426,-18.2335
334,Fairleigh Dickinson,NEC,30,15-179–7,95.9326,112.9331,.1329334,47.1304,52.9305,17.2192,19.058,27.8214,31.2282,34.9122,32.0161,46.7312,52.4278,31.8279,35.7296,39.3121,40.5286,72.316,-13.8286
335,Morgan St.,MEAC,28,11-207–7,96.5322,113.8342,.1317335,47.4294,52.0259,20.2338,18.297,29.5149,37.2360,31.3223,41.4333,49.3220,51.6234,28.2357,35.3275,26.9353,32.436,70.740,-15.6314
336,Manhattan,MAAC,29,7-234–16,95.1336,112.3320,.1292336,47.2300,53.1311,19.2314,16.9174,24.8299,30.1222,22.1361,27.347,47.4290,52.2262,31.3302,36.7330,38.7138,33.859,68.5123,-18.5338
337,Central Arkansas,ASun,30,9-235–11,96.7320,114.2345,.1288337,47.5292,54.0333,18.1249,15.4284,28.3192,31.4295,29.3272,33.7210,45.2341,51.9246,34.2159,37.9353,37.8163,42.1321,69.283,-19.0342
338,Texas A&M Commerce,Slnd,30,13-206–12,94.4341,112.0315,.1227338,46.0334,52.4281,16.7159,18.392,24.3306,33.1335,30.8236,39.2312,47.6285,52.4278,29.4339,35.0254,46.021,30.415,66.3260,-14.2301
339,Florida A&M,SWAC,27,6-234–14,92.1353,109.8265,.1164339,47.5292,51.8252,21.4353,16.3224,26.3269,31.7305,28.0304,39.2312,46.0328,51.1212,34.1164,35.3275,29.9330,36.6148,68.2140,-16.9323
340,LIU Brooklyn,NEC,29,7-226–10,93.1349,111.1294,.1158340,46.4328,50.8195,20.1335,15.8264,25.5289,28.5148,31.5220,41.1332,46.3320,53.0298,31.0316,31.131,29.9330,34.374,70.448,-18.3337
341,Cal Poly,BW,31,4-280–20,93.9342,112.2318,.1147341,46.0334,51.5239,18.6286,17.3146,24.3306,33.6339,31.3223,41.9337,44.1351,50.8193,33.0221,35.6291,34.0270,30.314,65.8282,-23.5360
342,Prairie View A&M,SWAC,29,10-215–13,93.6346,112.1316,.1111342,45.6342,53.7327,17.7216,22.68,26.5262,35.2353,36.972,46.6356,45.6336,54.1329,30.4325,35.2266,26.4356,32.943,71.034,-16.0317
343,North Carolina A&T,CAA,32,7-255–13,95.2334,114.1344,.1110343,43.9356,54.5345,13.89,15.9256,24.3306,34.0345,34.0139,29.598,44.4350,55.5351,28.7349,35.2266,35.7222,37.2183,68.1144,-19.1343
344,Loyola MD,Pat,31,7-255–13,93.8343,112.4321,.1106344,47.2300,53.3318,20.4340,15.6277,29.2157,26.467,30.0257,32.6181,46.1326,53.3306,32.7241,35.6291,38.7138,36.6148,65.8278,-20.9353
345,Tennessee Tech,OVC,28,10-215–13,94.5340,113.4335,.1094345,49.0251,52.5285,17.8226,15.4284,18.9360,28.1132,31.0230,24.614,49.2226,52.7288,32.3256,34.8245,34.1266,37.7203,65.8280,-17.3327
346,Detroit,Horz,32,1-311–19,96.8318,116.2354,.1093346,47.3295,55.9359,19.4320,17.3146,25.9278,35.2353,30.3251,31.9156,50.4170,56.1357,28.1358,37.1344,36.9189,37.2183,67.2203,-24.8362
347,Buffalo,MAC,30,4-272–16,95.1335,114.2346,.1093347,47.3295,53.9330,20.0330,15.1299,28.3192,30.6253,26.0340,28.781,51.6120,53.5312,27.5361,36.5325,41.474,35.192,69.188,-22.2356
348,Incarnate Word,Slnd,29,8-233–15,95.4333,114.9350,.1055348,48.2273,51.8252,21.7355,15.1299,30.0130,30.0220,37.168,40.7329,48.3264,50.2166,32.0275,36.7330,39.7113,34.477,70.055,-19.5349
349,Army,Pat,30,10-226–12,90.7356,109.2247,.1051349,47.1304,50.3166,18.9299,16.6196,27.0246,25.540,25.4345,31.6146,46.5317,50.6180,31.8279,33.2132,45.125,39.5256,63.2353,-19.5351
350,Holy Cross,Pat,32,10-236–12,99.5282,121.1362,.0947350,50.1210,53.6325,16.5142,12.8356,23.2332,28.1132,25.9343,30.6126,48.7249,50.7190,35.0121,38.7359,37.7167,39.7268,65.8279,-19.3348
351,Maryland Eastern Shore,MEAC,25,9-204–10,89.3359,109.4252,.0878351,43.0359,50.9198,20.0330,18.961,28.8174,33.7341,32.7178,37.8296,43.3356,51.7237,28.3354,33.0116,34.8249,36.2130,67.3196,-16.4319
352,Pacific,WCC,30,6-260–16,94.8338,116.9356,.0827352,46.5325,56.3360,16.9174,16.1241,18.8361,33.2336,37.168,36.4277,46.0328,58.2361,31.5296,35.7296,36.3204,39.7268,68.4127,-19.2345
353,Southeast Missouri St.,OVC,27,9-224–14,90.6357,112.0313,.0806353,45.1347,52.0259,17.3196,17.2154,24.0316,29.5205,27.0331,44.2347,45.1343,54.0326,30.0330,31.544,33.5278,30.517,69.380,-18.3336
354,Lindenwood,OVC,28,9-223–15,91.6354,113.5337,.0778354,43.3358,53.9330,17.9235,17.7126,23.6326,28.7163,38.342,40.2327,43.2357,52.5282,29.0345,37.6352,30.7320,37.4193,67.5181,-18.2334
355,Houston Christian,Slnd,27,6-234–14,96.7319,120.0361,.0770355,46.9312,54.0333,21.0344,13.6343,29.7145,33.7341,36.873,28.680,47.9277,55.5351,29.5338,34.0185,28.0350,34.168,71.722,-17.3328
356,Siena,MAAC,32,4-283–17,90.3358,112.8328,.0725356,44.7352,51.8252,23.4361,14.8310,33.251,31.2282,30.8236,28.063,46.1326,51.3220,28.0359,35.2266,34.3263,34.168,66.1267,-23.8361
357,Stonehill,NEC,30,4-272–14,90.8355,114.5348,.0655357,46.7320,52.7297,19.5323,16.6196,22.5344,31.0273,22.6358,29.494,47.9277,51.7237,30.1327,35.9312,47.016,46.2359,68.2139,-22.0355
358,VMI,SC,29,4-281–17,87.9360,110.8285,.0654358,46.0334,54.4341,21.2346,15.1299,23.8322,30.6253,27.6315,30.9132,46.7312,54.5337,29.7333,36.2321,33.3283,38.4224,74.82,-22.8358
359,IUPUI,Horz,29,6-262–18,92.7351,117.1358,.0635359,46.5325,58.2362,21.3351,18.579,30.0130,35.5356,33.2158,33.4201,49.5213,59.0362,24.7362,38.0355,24.3361,37.5195,67.4186,-21.6354
360,St. Francis PA,NEC,28,8-223–13,93.4347,118.1359,.0633360,47.2300,53.0309,21.2346,17.1161,32.959,31.3290,32.6181,35.4256,45.7333,52.9295,33.2209,35.4280,35.1238,37.1180,65.6293,-18.6340
361,Coppin St.,MEAC,29,2-271–13,85.3362,111.3298,.0450361,42.1361,51.3221,22.9360,21.813,27.0246,38.6362,31.1227,38.3299,41.9360,51.0205,28.3354,34.5226,34.4261,37.6201,66.4251,-23.0359
362,Mississippi Valley St.,SWAC,31,1-301–17,85.9361,115.8352,.0311362,42.5360,55.6356,24.0362,17.2154,27.9206,35.7357,33.0165,41.6336,41.9360,55.6353,29.2344,37.0340,30.4325,36.5143,64.7329,-22.7357
Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
